ELEVATION,INFLOW,OUTFLOW,year,month,d
1084.63,8300.0,13810,2014,11,18
1084.29,8500.0,13802,2014,11,19
1084.2,8400.0,10677,2014,11,20
1084.23,8500.0,8731,2014,11,21
1084.21,8600.0,7958,2014,11,22
1084.22,8500.0,8525,2014,11,23
1084.38,8500.0,13064,2014,11,24
1083.99,8500.0,12416,2014,11,25
1083.9,8500.0,12790,2014,11,26
1083.93,8500.0,7216,2014,11,27
1083.87,8600.0,11818,2014,11,28
1083.74,8500.0,12241,2014,11,29
1083.65,14500.0,6484,2014,12,1
1083.68,14500.0,6918,2014,12,2
1083.77,14300.0,8387,2014,12,3
1083.96,14400.0,6699,2014,12,4
1084.09,14400.0,8680,2014,12,5
1084.28,13900.0,8123,2014,12,6
1084.39,12700.0,10007,2014,12,7
1084.52,14400.0,7932,2014,12,8
1084.66,14400.0,7990,2014,12,9
1084.83,14400.0,8286,2014,12,10
1085.0,14500.0,7613,2014,12,11
1085.18,14500.0,8083,2014,12,12
1085.32,13900.0,8130,2014,12,13
1085.48,12700.0,8318,2014,12,14
1085.61,14400.0,8538,2014,12,15
1085.81,14300.0,6217,2014,12,16
1086.0,14400.0,5554,2014,12,17
1086.24,14500.0,5717,2014,12,18
1086.43,14400.0,7099,2014,12,19
1086.6,13900.0,6987,2014,12,20
1086.75,12600.0,7969,2014,12,21
1086.92,14400.0,8723,2014,12,22
1086.98,14400.0,9778,2014,12,23
1087.07,7900.0,6873,2014,12,24
1087.23,12600.0,6953,2014,12,25
1087.3,14400.0,11289,2014,12,26
1087.39,13900.0,10115,2014,12,27
1087.51,12700.0,8746,2014,12,28
1087.62,14400.0,9432,2014,12,29
1087.78,14400.0,7222,2014,12,30
1087.9,12600.0,10290,2015,1,1
1087.9,14500.0,14091,2015,1,2
1087.96,13600.0,11300,2015,1,3
1088.02,12700.0,10945,2015,1,4
1088.08,14500.0,12459,2015,1,5
1088.17,14500.0,9421,2015,1,6
1088.23,14500.0,10789,2015,1,7
1088.29,14500.0,11866,2015,1,8
1088.35,14500.0,11965,2015,1,9
1088.48,13700.0,10015,2015,1,10
1088.65,12600.0,9417,2015,1,11
1088.7,14500.0,12682,2015,1,12
1088.7,14500.0,12942,2015,1,13
1088.67,14500.0,15078,2015,1,14
1088.69,14400.0,14353,2015,1,15
1088.8,14500.0,9235,2015,1,16
1088.93,13600.0,9870,2015,1,17
1089.11,12600.0,8501,2015,1,18
1089.18,14500.0,12632,2015,1,19
1089.17,14500.0,13115,2015,1,20
1089.27,14500.0,9781,2015,1,21
1089.18,14500.0,17317,2015,1,22
1089.15,14500.0,16056,2015,1,23
1089.16,13600.0,14750,2015,1,24
1089.14,12600.0,15235,2015,1,25
1088.99,14200.0,19675,2015,1,26
1088.88,14300.0,20796,2015,1,27
1088.71,14200.0,20468,2015,1,28
1088.59,14300.0,20418,2015,1,29
1088.5,14400.0,19331,2015,1,30
1088.63,9100.0,9049,2015,2,1
1088.68,11000.0,11968,2015,2,2
1088.75,11100.0,11018,2015,2,3
1088.73,11000.0,12146,2015,2,4
1088.73,10700.0,11758,2015,2,5
1088.76,10800.0,11164,2015,2,6
1088.79,9900.0,10650,2015,2,7
1088.85,9000.0,10710,2015,2,8
1088.88,10900.0,9469,2015,2,9
1088.87,10900.0,10126,2015,2,10
1088.84,10900.0,12500,2015,2,11
1088.78,10900.0,13547,2015,2,12
1088.81,10900.0,10289,2015,2,13
1088.9,10100.0,7903,2015,2,14
1089.0,9200.0,7097,2015,2,15
1089.06,11000.0,8957,2015,2,16
1089.03,11000.0,10632,2015,2,17
1088.98,10900.0,11434,2015,2,18
1088.98,10900.0,11731,2015,2,19
1088.94,10900.0,11841,2015,2,20
1088.94,10000.0,12172,2015,2,21
1088.92,9100.0,12039,2015,2,22
1088.94,11000.0,11399,2015,2,23
1088.97,10900.0,9323,2015,2,24
1088.96,10900.0,10762,2015,2,25
1088.96,11300.0,11931,2015,2,26
1088.93,11400.0,10906,2015,2,27
1088.97,9500.0,12520,2015,3,1
1088.91,10800.0,15639,2015,3,2
1088.85,10900.0,16116,2015,3,3
1088.66,10800.0,18759,2015,3,4
1088.45,10900.0,20457,2015,3,5
1088.18,10800.0,22324,2015,3,6
1088.01,10300.0,18452,2015,3,7
1087.98,9400.0,14797,2015,3,8
1087.92,10900.0,15320,2015,3,9
1087.86,10900.0,14233,2015,3,10
1087.72,10900.0,16417,2015,3,11
1087.61,10800.0,16100,2015,3,12
1087.51,10900.0,15716,2015,3,13
1087.41,10300.0,15700,2015,3,14
1087.29,9400.0,16906,2015,3,15
1087.17,10800.0,17149,2015,3,16
1087.04,9700.0,15981,2015,3,17
1086.87,10000.0,17314,2015,3,18
1086.65,11200.0,19358,2015,3,19
1086.33,10700.0,23735,2015,3,20
1086.19,9800.0,15855,2015,3,21
1086.08,9000.0,15422,2015,3,22
1085.94,10200.0,16634,2015,3,23
1085.77,10900.0,16133,2015,3,24
1085.56,11000.0,18740,2015,3,25
1085.4,11000.0,18316,2015,3,26
1085.22,11000.0,18097,2015,3,27
1085.14,10900.0,14492,2015,3,28
1085.11,9800.0,12781,2015,3,29
1085.0,11000.0,17443,2015,3,30
1084.79,10200.0,13945,2015,4,1
1084.69,10400.0,16940,2015,4,2
1084.37,10300.0,23111,2015,4,3
1084.17,9600.0,18859,2015,4,4
1084.06,9100.0,14411,2015,4,5
1083.93,10300.0,16821,2015,4,6
1083.65,10400.0,16333,2015,4,7
1083.47,10300.0,19422,2015,4,8
1083.25,10200.0,19292,2015,4,9
1082.98,10300.0,22259,2015,4,10
1082.85,9600.0,15054,2015,4,11
1082.63,9100.0,18479,2015,4,12
1082.38,10400.0,20657,2015,4,13
1082.23,10300.0,18378,2015,4,14
1081.91,10400.0,20664,2015,4,15
1081.65,10300.0,21398,2015,4,16
1081.49,10300.0,16126,2015,4,17
1081.4,9500.0,14173,2015,4,18
1081.29,9100.0,14624,2015,4,19
1081.1,10400.0,18626,2015,4,20
1080.91,10300.0,16798,2015,4,21
1080.71,10400.0,17751,2015,4,22
1080.51,10400.0,20071,2015,4,23
1080.28,10400.0,17639,2015,4,24
1080.26,9600.0,12920,2015,4,25
1080.13,9200.0,13437,2015,4,26
1079.87,10400.0,21133,2015,4,27
1079.65,10500.0,18414,2015,4,28
1079.41,10500.0,24178,2015,4,29
1078.86,11900.0,17518,2015,5,1
1078.86,11100.0,9948,2015,5,2
1078.95,10100.0,7976,2015,5,3
1078.83,11800.0,14102,2015,5,4
1078.79,12000.0,15069,2015,5,5
1078.55,11800.0,18276,2015,5,6
1078.32,11900.0,18002,2015,5,7
1078.1,11900.0,21441,2015,5,8
1078.01,11100.0,14524,2015,5,9
1077.95,10000.0,14551,2015,5,10
1077.8,11700.0,18456,2015,5,11
1077.61,11700.0,16775,2015,5,12
1077.31,11700.0,21047,2015,5,13
1077.05,11800.0,20686,2015,5,14
1076.91,11800.0,15771,2015,5,15
1076.96,11000.0,10373,2015,5,16
1076.98,10000.0,11175,2015,5,17
1076.91,11800.0,13340,2015,5,18
1076.93,11900.0,11824,2015,5,19
1076.82,11800.0,14019,2015,5,20
1076.78,11800.0,13841,2015,5,21
1076.7,11900.0,13035,2015,5,22
1076.75,11200.0,11083,2015,5,23
1076.81,10100.0,9428,2015,5,24
1076.85,10200.0,8883,2015,5,25
1076.77,11900.0,14273,2015,5,26
1076.69,11800.0,12767,2015,5,27
1076.6,11800.0,13649,2015,5,28
1076.55,11800.0,13726,2015,5,29
1076.53,10800.0,12561,2015,5,30
1076.44,14100.0,14706,2015,6,1
1076.36,14300.0,13935,2015,6,2
1076.42,13100.0,13021,2015,6,3
1076.22,13100.0,18253,2015,6,4
1076.03,13600.0,19649,2015,6,5
1076.02,11500.0,13700,2015,6,6
1075.96,12200.0,15822,2015,6,7
1075.85,13600.0,17083,2015,6,8
1075.78,13500.0,14542,2015,6,9
1075.75,13700.0,13811,2015,6,10
1075.66,13700.0,16879,2015,6,11
1075.5,13300.0,19142,2015,6,12
1075.46,12200.0,16355,2015,6,13
1075.48,11800.0,11925,2015,6,14
1075.41,13000.0,13838,2015,6,15
1075.3,13700.0,15052,2015,6,16
1075.13,13600.0,19504,2015,6,17
1075.08,14100.0,15801,2015,6,18
1075.07,13700.0,13607,2015,6,19
1075.09,12800.0,11992,2015,6,20
1075.13,12300.0,11764,2015,6,21
1075.07,13600.0,13965,2015,6,22
1074.99,13700.0,15925,2015,6,23
1074.91,13700.0,15089,2015,6,24
1074.81,13700.0,17659,2015,6,25
1074.71,14100.0,16324,2015,6,26
1074.84,13200.0,8499,2015,6,27
1074.94,12700.0,8103,2015,6,28
1075.08,14100.0,10143,2015,6,29
1074.93,17300.0,17400,2015,7,1
1074.81,17300.0,19200,2015,7,2
1074.82,17300.0,15900,2015,7,3
1075.13,15700.0,6040,2015,7,4
1075.33,15600.0,7350,2015,7,5
1075.39,17300.0,12000,2015,7,6
1075.49,17400.0,13300,2015,7,7
1075.61,17400.0,13100,2015,7,8
1075.64,17400.0,14400,2015,7,9
1075.66,17400.0,15400,2015,7,10
1075.74,16900.0,13400,2015,7,11
1075.79,15700.0,14400,2015,7,12
1075.9,17300.0,11800,2015,7,13
1075.96,17200.0,12400,2015,7,14
1076.07,17400.0,12500,2015,7,15
1076.03,17400.0,18100,2015,7,16
1075.94,17400.0,18500,2015,7,17
1076.01,16900.0,15100,2015,7,18
1076.01,15700.0,18400,2015,7,19
1076.14,17300.0,15500,2015,7,20
1076.26,17400.0,12200,2015,7,21
1076.41,17400.0,11500,2015,7,22
1076.49,17500.0,12800,2015,7,23
1076.68,17500.0,9060,2015,7,24
1076.93,16900.0,7170,2015,7,25
1077.19,15600.0,6100,2015,7,26
1077.41,17300.0,6490,2015,7,27
1077.62,17400.0,8030,2015,7,28
1077.73,17500.0,10400,2015,7,29
1077.83,17400.0,11100,2015,7,30
1078.15,17300.0,7950,2015,7,31
1078.32,12300.0,9370,2015,8,1
1078.55,11700.0,7820,2015,8,2
1078.57,13500.0,11400,2015,8,3
1078.54,13500.0,12100,2015,8,4
1078.42,13500.0,17800,2015,8,5
1078.33,13500.0,21100,2015,8,6
1078.15,13500.0,17300,2015,8,7
1078.19,12400.0,11400,2015,8,8
1078.29,11700.0,10900,2015,8,9
1078.28,13500.0,13800,2015,8,10
1078.26,13500.0,13500,2015,8,11
1078.2,13400.0,16400,2015,8,12
1078.17,13400.0,14400,2015,8,13
1078.16,13400.0,15600,2015,8,14
1078.21,12400.0,12100,2015,8,15
1078.24,11700.0,12200,2015,8,16
1078.25,13400.0,12900,2015,8,17
1078.24,13500.0,11800,2015,8,18
1078.27,13500.0,9400,2015,8,19
1078.27,13500.0,12200,2015,8,20
1078.17,13500.0,15900,2015,8,21
1078.16,12300.0,14500,2015,8,22
1078.09,11700.0,15700,2015,8,23
1078.07,13400.0,12800,2015,8,24
1078.09,13400.0,13500,2015,8,25
1078.08,13500.0,12300,2015,8,26
1078.05,13500.0,15100,2015,8,27
1078.05,13500.0,12600,2015,8,28
1078.13,12300.0,9920,2015,8,29
1078.24,11700.0,8560,2015,8,30
1078.31,13400.0,10200,2015,8,31
1078.18,12300.0,16700,2015,9,1
1078.15,12300.0,13500,2015,9,2
1078.09,12300.0,13600,2015,9,3
1078.07,12300.0,13000,2015,9,4
1078.12,11500.0,8840,2015,9,5
1078.23,10900.0,8120,2015,9,6
1078.23,10900.0,12400,2015,9,7
1078.11,12300.0,16800,2015,9,8
1077.97,12300.0,16900,2015,9,9
1077.88,12300.0,16900,2015,9,10
1077.82,12200.0,14400,2015,9,11
1077.87,11400.0,10600,2015,9,12
1077.97,10900.0,7710,2015,9,13
1077.93,12300.0,12500,2015,9,14
1077.92,12400.0,11200,2015,9,15
1077.98,12300.0,8810,2015,9,16
1078.06,12300.0,9660,2015,9,17
1078.09,12300.0,12000,2015,9,18
1078.14,11400.0,9880,2015,9,19
1078.13,10900.0,12600,2015,9,20
1078.09,12300.0,12900,2015,9,21
1078.12,12400.0,11300,2015,9,22
1078.07,12300.0,13700,2015,9,23
1077.98,12200.0,16400,2015,9,24
1077.85,12300.0,15700,2015,9,25
1077.98,11600.0,8190,2015,9,26
1078.06,10900.0,8150,2015,9,27
1078.11,12600.0,9650,2015,9,28
1078.14,12700.0,10400,2015,9,29
1078.1,12600.0,12000,2015,9,30
1078.13,10100.0,9890,2015,10,1
1078.28,10100.0,6900,2015,10,2
1078.32,9200.0,9670,2015,10,3
1078.38,8900.0,7580,2015,10,4
1078.51,10000.0,9480,2015,10,5
1078.49,5300.0,10100,2015,10,6
1078.45,10100.0,10300,2015,10,7
1078.36,10200.0,15900,2015,10,8
1078.33,10000.0,12400,2015,10,9
1078.37,9200.0,9550,2015,10,10
1078.45,8800.0,6700,2015,10,11
1078.41,10000.0,12400,2015,10,12
1078.29,10100.0,13300,2015,10,13
1078.24,10200.0,11400,2015,10,14
1078.23,10200.0,10300,2015,10,15
1078.4,10100.0,5390,2015,10,16
1078.51,9400.0,5280,2015,10,17
1078.67,8800.0,4670,2015,10,18
1078.76,10100.0,7990,2015,10,19
1078.89,10200.0,6880,2015,10,20
1078.83,10000.0,11100,2015,10,21
1078.86,10100.0,9620,2015,10,22
1078.88,10100.0,10500,2015,10,23
1078.9,9200.0,11000,2015,10,24
1078.92,8800.0,9610,2015,10,25
1079.04,9900.0,6660,2015,10,26
1079.06,9900.0,8570,2015,10,27
1079.02,10000.0,9470,2015,10,28
1079.08,10000.0,8230,2015,10,29
1078.96,10000.0,13000,2015,10,30
1078.99,9100.0,7730,2015,10,31
1079.04,9500.0,9170,2015,11,1
1079.04,10800.0,6900,2015,11,2
1079.07,11000.0,9520,2015,11,3
1079.12,8900.0,8010,2015,11,4
1079.12,9300.0,10800,2015,11,5
1079.14,9300.0,9330,2015,11,6
1079.1,8600.0,9060,2015,11,7
1079.14,9100.0,8540,2015,11,8
1079.05,10000.0,9940,2015,11,9
1079.07,10700.0,8760,2015,11,10
1079.07,9400.0,9020,2015,11,11
1079.01,10800.0,12400,2015,11,12
1078.95,10700.0,12100,2015,11,13
1078.94,8500.0,9880,2015,11,14
1078.89,9000.0,11500,2015,11,15
1078.89,9600.0,10100,2015,11,16
1078.81,10000.0,11500,2015,11,17
1078.76,10600.0,10500,2015,11,18
1078.7,10200.0,12200,2015,11,19
1078.6,10800.0,13500,2015,11,20
1078.65,10000.0,8590,2015,11,21
1078.7,9500.0,8710,2015,11,22
1078.71,11000.0,9130,2015,11,23
1078.66,10600.0,11300,2015,11,24
1078.6,10700.0,11400,2015,11,25
1078.6,9300.0,10800,2015,11,26
1078.5,10500.0,14900,2015,11,27
1078.39,10000.0,14500,2015,11,28
1078.3,9000.0,12800,2015,11,29
1078.23,11200.0,13400,2015,11,30
1078.23,14600.0,9110,2015,12,1
1078.14,13900.0,13000,2015,12,2
1078.24,14900.0,8270,2015,12,3
1078.4,14800.0,8270,2015,12,4
1078.62,14100.0,4930,2015,12,5
1078.87,13400.0,4180,2015,12,6
1079.05,13800.0,7120,2015,12,7
1079.26,13500.0,6230,2015,12,8
1079.34,14500.0,8580,2015,12,9
1079.46,12500.0,7950,2015,12,10
1079.58,14400.0,10900,2015,12,11
1079.63,14200.0,13200,2015,12,12
1079.58,13500.0,11500,2015,12,13
1079.78,15100.0,9390,2015,12,14
1079.89,15100.0,9310,2015,12,15
1079.9,14900.0,13800,2015,12,16
1079.93,14700.0,12500,2015,12,17
1080.01,14900.0,11600,2015,12,18
1080.12,13400.0,9050,2015,12,19
1080.3,13100.0,8580,2015,12,20
1080.41,14300.0,10100,2015,12,21
1080.46,14500.0,10700,2015,12,22
1080.49,14300.0,11000,2015,12,23
1080.55,14900.0,12400,2015,12,24
1080.57,12500.0,12800,2015,12,25
1080.6,13200.0,12000,2015,12,26
1080.62,12900.0,11700,2015,12,27
1080.63,14300.0,12800,2015,12,28
1080.74,14900.0,10100,2015,12,29
1080.84,14300.0,9160,2015,12,30
1080.91,15000.0,11900,2015,12,31
1081.01,13500.0,9030,2016,1,1
1081.13,13400.0,10400,2016,1,2
1081.23,13400.0,9770,2016,1,3
1081.26,14800.0,10100,2016,1,4
1081.41,15100.0,11300,2016,1,5
1081.52,15000.0,12300,2016,1,6
1081.55,15400.0,13300,2016,1,7
1081.56,14800.0,15300,2016,1,8
1081.6,14000.0,13000,2016,1,9
1081.65,12500.0,12900,2016,1,10
1081.76,14800.0,8960,2016,1,11
1081.89,14700.0,8090,2016,1,12
1081.95,14600.0,10800,2016,1,13
1082.06,14600.0,11300,2016,1,14
1082.1,14600.0,13000,2016,1,15
1082.23,13400.0,11800,2016,1,16
1082.39,12000.0,9190,2016,1,17
1082.52,14500.0,8450,2016,1,18
1082.65,14500.0,8180,2016,1,19
1082.76,14600.0,8440,2016,1,20
1082.85,14800.0,9700,2016,1,21
1082.98,14600.0,11000,2016,1,22
1083.14,13400.0,8410,2016,1,23
1083.26,11900.0,8320,2016,1,24
1083.34,14500.0,11400,2016,1,25
1083.45,14700.0,8570,2016,1,26
1083.46,14500.0,12400,2016,1,27
1083.45,14800.0,15500,2016,1,28
1083.49,15000.0,13200,2016,1,29
1083.61,13900.0,9610,2016,1,30
1083.68,12200.0,10000,2016,1,31
1083.85,12000.0,9070,2016,2,1
1083.92,11900.0,11500,2016,2,2
1083.97,11900.0,10700,2016,2,3
1083.93,11900.0,12700,2016,2,4
1083.96,11800.0,12000,2016,2,5
1083.99,10700.0,10800,2016,2,6
1084.03,9700.0,10400,2016,2,7
1084.07,11800.0,9460,2016,2,8
1084.11,12000.0,9760,2016,2,9
1084.12,12200.0,9680,2016,2,10
1084.08,12700.0,12900,2016,2,11
1084.14,12800.0,11000,2016,2,12
1084.2,11600.0,11400,2016,2,13
1084.23,10600.0,10500,2016,2,14
1084.31,12700.0,11200,2016,2,15
1084.36,12700.0,9730,2016,2,16
1084.37,13200.0,10300,2016,2,17
1084.28,13200.0,16900,2016,2,18
1084.28,13300.0,14900,2016,2,19
1084.33,11800.0,10200,2016,2,20
1084.35,10700.0,13200,2016,2,21
1084.3,13100.0,15900,2016,2,22
1084.26,13100.0,13500,2016,2,23
1084.19,13100.0,15000,2016,2,24
1084.17,13000.0,15200,2016,2,25
1084.17,13100.0,13400,2016,2,26
1084.19,11900.0,12600,2016,2,27
1084.21,10700.0,14400,2016,2,28
1084.12,11700.0,13100,2016,3,1
1084.03,12000.0,14900,2016,3,2
1083.91,11600.0,15500,2016,3,3
1083.68,11600.0,20700,2016,3,4
1083.54,10400.0,17200,2016,3,5
1083.58,9300.0,12500,2016,3,6
1083.38,11600.0,18300,2016,3,7
1083.33,11700.0,13300,2016,3,8
1083.17,11800.0,17700,2016,3,9
1083.0,11800.0,18500,2016,3,10
1082.83,11700.0,21500,2016,3,11
1082.82,10500.0,11100,2016,3,12
1082.84,9500.0,10100,2016,3,13
1082.79,11600.0,13800,2016,3,14
1082.63,11800.0,18300,2016,3,15
1082.42,11900.0,20800,2016,3,16
1082.2,11800.0,20000,2016,3,17
1082.08,11800.0,16800,2016,3,18
1082.07,10500.0,12700,2016,3,19
1081.97,9400.0,15800,2016,3,20
1081.9,11800.0,14000,2016,3,21
1081.84,11700.0,14500,2016,3,22
1081.68,11600.0,14800,2016,3,23
1081.6,11800.0,15800,2016,3,24
1081.45,11900.0,17300,2016,3,25
1081.38,10700.0,14900,2016,3,26
1081.32,9400.0,14300,2016,3,27
1081.16,11700.0,16500,2016,3,28
1080.95,11700.0,20800,2016,3,29
1080.61,11800.0,23600,2016,3,30
1080.45,11800.0,18700,2016,3,31
1080.28,11500.0,18600,2016,4,1
1080.2,10600.0,14400,2016,4,2
1080.16,10000.0,14200,2016,4,3
1079.94,11500.0,19100,2016,4,4
1079.76,11700.0,20500,2016,4,5
1079.51,11600.0,19700,2016,4,6
1079.38,11700.0,17500,2016,4,7
1079.23,11400.0,18100,2016,4,8
1079.14,10500.0,17300,2016,4,9
1079.08,10100.0,17300,2016,4,10
1078.93,11600.0,19800,2016,4,11
1078.82,11600.0,17200,2016,4,12
1078.64,11500.0,18000,2016,4,13
1078.48,11400.0,18700,2016,4,14
1078.37,11000.0,13800,2016,4,15
1078.3,10500.0,15400,2016,4,16
1078.22,10100.0,16000,2016,4,17
1078.07,11600.0,17600,2016,4,18
1077.83,11600.0,20100,2016,4,19
1077.6,11500.0,19900,2016,4,20
1077.38,11500.0,20800,2016,4,21
1077.17,11600.0,16300,2016,4,22
1077.2,10700.0,13900,2016,4,23
1077.08,10100.0,15000,2016,4,24
1076.98,11500.0,16800,2016,4,25
1076.83,11600.0,16600,2016,4,26
1076.62,11600.0,19700,2016,4,27
1076.41,11600.0,22700,2016,4,28
1076.25,11600.0,20300,2016,4,29
1076.13,10600.0,16800,2016,4,30
1076.1,10100.0,13100,2016,5,1
1075.9,11800.0,19900,2016,5,2
1075.78,11900.0,16200,2016,5,3
1075.68,11900.0,15500,2016,5,4
1075.57,12200.0,15400,2016,5,5
1075.44,11800.0,16400,2016,5,6
1075.5,11000.0,9870,2016,5,7
1075.55,10100.0,9670,2016,5,8
1075.48,11900.0,14800,2016,5,9
1075.34,11900.0,17900,2016,5,10
1075.19,11800.0,17100,2016,5,11
1075.14,11800.0,13500,2016,5,12
1075.08,11900.0,14100,2016,5,13
1075.01,11000.0,14100,2016,5,14
1074.96,9900.0,12500,2016,5,15
1074.95,11700.0,14900,2016,5,16
1074.82,11900.0,15700,2016,5,17
1074.68,11800.0,15300,2016,5,18
1074.52,11800.0,18100,2016,5,19
1074.35,12000.0,16700,2016,5,20
1074.32,11000.0,11500,2016,5,21
1074.37,10000.0,9820,2016,5,22
1074.28,11800.0,14100,2016,5,23
1074.17,11800.0,15100,2016,5,24
1074.03,11900.0,14700,2016,5,25
1074.04,11800.0,12900,2016,5,26
1073.99,11800.0,13500,2016,5,27
1073.98,10900.0,12300,2016,5,28
1073.98,9900.0,12000,2016,5,29
1073.94,10100.0,12800,2016,5,30
1073.8,11900.0,17700,2016,5,31
1073.63,13800.0,15100,2016,6,1
1073.37,13800.0,21000,2016,6,2
1073.29,13800.0,16600,2016,6,3
1073.2,13000.0,16200,2016,6,4
1073.25,12400.0,12400,2016,6,5
1073.2,13700.0,14600,2016,6,6
1073.15,13600.0,13500,2016,6,7
1073.07,13800.0,15400,2016,6,8
1072.94,13700.0,17000,2016,6,9
1072.85,13800.0,16600,2016,6,10
1072.79,12800.0,16400,2016,6,11
1072.74,12300.0,14600,2016,6,12
1072.7,13500.0,13500,2016,6,13
1072.7,13800.0,12600,2016,6,14
1072.65,13800.0,13100,2016,6,15
1072.6,13900.0,14900,2016,6,16
1072.51,13800.0,16900,2016,6,17
1072.49,13000.0,13200,2016,6,18
1072.49,12300.0,15300,2016,6,19
1072.35,13700.0,19000,2016,6,20
1072.24,13800.0,15000,2016,6,21
1072.17,13700.0,16100,2016,6,22
1072.1,13700.0,15500,2016,6,23
1072.03,13800.0,15700,2016,6,24
1072.02,12900.0,13800,2016,6,25
1072.01,12300.0,13500,2016,6,26
1071.89,13700.0,17700,2016,6,27
1071.83,13800.0,14500,2016,6,28
1071.78,13700.0,19600,2016,6,29
1071.64,13700.0,14200,2016,6,30
1071.61,16100.0,16700,2016,7,1
1071.8,14900.0,9640,2016,7,2
1071.91,13600.0,8740,2016,7,3
1072.06,13600.0,9190,2016,7,4
1072.11,16100.0,11100,2016,7,5
1072.08,16300.0,13400,2016,7,6
1072.02,16200.0,14600,2016,7,7
1071.89,16100.0,21900,2016,7,8
1071.79,15000.0,18300,2016,7,9
1071.79,13700.0,16500,2016,7,10
1071.88,16100.0,11400,2016,7,11
1071.93,16300.0,11300,2016,7,12
1071.97,16100.0,12900,2016,7,13
1071.96,15900.0,16200,2016,7,14
1071.99,16100.0,14500,2016,7,15
1072.09,14900.0,11000,2016,7,16
1072.2,13600.0,10300,2016,7,17
1072.22,16300.0,13900,2016,7,18
1072.24,16000.0,12200,2016,7,19
1072.24,16100.0,16400,2016,7,20
1072.1,16100.0,20000,2016,7,21
1072.09,16100.0,15600,2016,7,22
1072.1,15200.0,15700,2016,7,23
1072.2,13800.0,12200,2016,7,24
1072.17,16400.0,16300,2016,7,25
1072.14,16000.0,15300,2016,7,26
1072.14,16100.0,14600,2016,7,27
1072.17,16100.0,15000,2016,7,28
1072.28,16100.0,11600,2016,7,29
1072.52,14700.0,6670,2016,7,30
1072.75,13500.0,5600,2016,7,31
1072.78,14900.0,12400,2016,8,1
1072.83,14900.0,10900,2016,8,2
1072.89,14900.0,11600,2016,8,3
1073.03,15000.0,11700,2016,8,4
1073.21,14900.0,9740,2016,8,5
1073.29,14400.0,11600,2016,8,6
1073.38,13400.0,11400,2016,8,7
1073.54,14900.0,9530,2016,8,8
1073.6,15000.0,9650,2016,8,9
1073.63,14900.0,12100,2016,8,10
1073.73,14800.0,12500,2016,8,11
1073.79,14900.0,13300,2016,8,12
1073.92,14300.0,11000,2016,8,13
1073.96,13400.0,12900,2016,8,14
1073.96,14900.0,13000,2016,8,15
1074.1,15000.0,8950,2016,8,16
1074.08,14400.0,13100,2016,8,17
1074.09,14500.0,14800,2016,8,18
1074.15,14400.0,10900,2016,8,19
1074.25,14400.0,9150,2016,8,20
1074.44,13500.0,8430,2016,8,21
1074.62,14900.0,10300,2016,8,22
1074.61,15000.0,11800,2016,8,23
1074.58,15200.0,14400,2016,8,24
1074.57,14900.0,15400,2016,8,25
1074.68,15000.0,10800,2016,8,26
1074.82,14200.0,8880,2016,8,27
1075.0,13300.0,8350,2016,8,28
1075.08,15200.0,11100,2016,8,29
1075.06,15400.0,14300,2016,8,30
1075.17,14700.0,9350,2016,8,31
1075.19,12000.0,15100,2016,9,1
1075.2,12200.0,12800,2016,9,2
1075.26,11200.0,10500,2016,9,3
1075.28,10500.0,9470,2016,9,4
1075.3,10600.0,10800,2016,9,5
1075.18,12100.0,16600,2016,9,6
1075.11,12100.0,13700,2016,9,7
1075.04,12100.0,13400,2016,9,8
1074.9,12200.0,17500,2016,9,9
1074.86,11200.0,13100,2016,9,10
1074.92,10800.0,8070,2016,9,11
1074.92,12200.0,12400,2016,9,12
1074.93,12000.0,10200,2016,9,13
1074.87,12000.0,11800,2016,9,14
1074.82,12200.0,13700,2016,9,15
1074.75,12300.0,14900,2016,9,16
1074.8,11300.0,10000,2016,9,17
1074.83,10700.0,10600,2016,9,18
1074.78,12100.0,13800,2016,9,19
1074.71,12100.0,15500,2016,9,20
1074.51,12100.0,18700,2016,9,21
1074.55,12200.0,10700,2016,9,22
1074.65,12200.0,8300,2016,9,23
1074.71,11300.0,11100,2016,9,24
1074.79,10400.0,8730,2016,9,25
1074.89,12100.0,8680,2016,9,26
1074.97,12300.0,7440,2016,9,27
1075.04,12100.0,8750,2016,9,28
1075.16,12000.0,8880,2016,9,29
1075.23,11700.0,8820,2016,9,30
1075.26,9300.0,10100,2016,10,1
1075.36,8700.0,7020,2016,10,2
1075.47,10000.0,6920,2016,10,3
1075.55,10100.0,6330,2016,10,4
1075.58,10200.0,7750,2016,10,5
1075.55,10200.0,11100,2016,10,6
1075.57,10100.0,9670,2016,10,7
1075.57,9500.0,9690,2016,10,8
1075.59,8800.0,8870,2016,10,9
1075.55,10000.0,10400,2016,10,10
1075.59,10100.0,8130,2016,10,11
1075.64,10200.0,6370,2016,10,12
1075.68,10200.0,8010,2016,10,13
1075.69,10000.0,8830,2016,10,14
1075.73,9300.0,6580,2016,10,15
1075.83,8900.0,4370,2016,10,16
1075.9,10000.0,7420,2016,10,17
1075.94,10000.0,7980,2016,10,18
1075.88,10100.0,12200,2016,10,19
1075.8,10400.0,10700,2016,10,20
1075.78,10100.0,10800,2016,10,21
1075.87,9400.0,6940,2016,10,22
1075.96,8800.0,6190,2016,10,23
1076.02,10100.0,9110,2016,10,24
