ELEVATION,INFLOW,OUTFLOW,year,month,d,p01i
446.77,9984.0,4400,2015,1,6,0.0
446.91,9998.0,4404,2015,1,7,0.0
447.09,9988.0,4299,2015,1,8,0.0
447.17,9990.0,4806,2015,1,9,0.0
447.22,10010.0,5109,2015,1,10,0.25
447.15,10006.0,5590,2015,1,11,0.0
447.18,9990.0,5491,2015,1,12,0.0
447.16,8977.0,5801,2015,1,13,0.0
446.97,8888.0,5599,2015,1,14,0.0
446.82,8295.0,5203,2015,1,15,0.0
446.73,12088.0,6495,2015,1,16,0.0
446.58,11780.0,7206,2015,1,17,0.0
446.56,11973.0,7707,2015,1,18,0.0
446.45,12217.0,8704,2015,1,19,0.0
446.19,12175.0,10005,2015,1,20,0.0
446.1,12576.0,8702,2015,1,21,0.0
446.22,12991.0,6510,2015,1,22,0.0
446.55,13161.0,6519,2015,1,23,0.0
446.82,13185.0,6507,2015,1,24,0.0
446.98,12990.0,6195,2015,1,25,0.0
447.19,11965.0,6505,2015,1,26,0.02
447.41,12389.0,5955,2015,1,27,0.6799999999999999
447.77,11584.0,4502,2015,1,28,0.0
448.22,10392.0,2798,2015,1,29,0.0
448.4,8786.0,4129,2015,1,30,0.47000000000000003
448.27,9397.0,5384,2015,2,1,0.0
448.22,9588.0,6201,2015,2,2,0.0
448.04,9620.0,7115,2015,2,3,0.0
447.78,9588.0,7811,2015,2,4,0.0
447.79,10450.0,6708,2015,2,5,0.0
447.77,10993.0,6601,2015,2,6,0.0
447.71,10203.0,7110,2015,2,7,0.0
447.71,10189.0,7211,2015,2,8,0.0
447.63,10216.0,7503,2015,2,9,0.0
447.5,10596.0,7855,2015,2,10,0.0
447.39,10654.0,8546,2015,2,11,0.0
447.16,10304.0,7992,2015,2,12,0.0
446.81,11985.0,10762,2015,2,13,0.0
446.6,12943.0,10548,2015,2,14,0.0
446.48,12612.0,9726,2015,2,15,0.0
446.43,10815.0,10002,2015,2,16,0.0
446.28,11089.0,11085,2015,2,17,0.0
446.0,11195.0,9801,2015,2,18,0.0
446.0,12891.0,9507,2015,2,19,0.0
446.2,15388.0,10209,2015,2,20,0.0
446.42,12990.0,10496,2015,2,21,0.0
446.46,11270.0,10756,2015,2,22,0.0
446.47,12131.0,10024,2015,2,23,0.15000000000000002
446.49,11990.0,8997,2015,2,24,0.0
446.7,11190.0,8411,2015,2,25,0.0
446.9,10653.0,6707,2015,2,26,0.0
447.17,12736.0,7601,2015,2,27,0.0
447.89,12597.0,7999,2015,3,1,0.32
448.31,12188.0,7005,2015,3,2,1.37
448.85,9942.0,4473,2015,3,3,0.0
449.12,9578.0,4044,2015,3,4,0.0
449.4,9988.0,4302,2015,3,5,0.0
449.17,9603.0,9292,2015,3,6,0.12000000000000001
448.75,11578.0,10001,2015,3,7,0.0
448.5,15589.0,11303,2015,3,8,0.0
448.49,16581.0,12331,2015,3,9,0.0
448.27,15964.0,13700,2015,3,10,0.0
447.87,15380.0,15498,2015,3,11,0.0
447.49,15981.0,14204,2015,3,12,0.0
447.12,18801.0,15203,2015,3,13,0.0
447.14,21189.0,15512,2015,3,14,0.0
447.5,20377.0,14936,2015,3,15,0.0
447.57,16997.0,13344,2015,3,16,0.0
447.77,16999.0,11083,2015,3,17,0.0
448.0,16803.0,10013,2015,3,18,0.0
448.37,15784.0,8999,2015,3,19,0.0
448.59,15791.0,9196,2015,3,20,0.0
448.57,14792.0,11097,2015,3,21,0.0
448.35,14784.0,12508,2015,3,22,0.0
448.07,14987.0,13293,2015,3,23,0.0
447.66,15999.0,14601,2015,3,24,0.0
447.43,17507.0,13795,2015,3,25,0.0
447.68,17659.0,11068,2015,3,26,0.0
447.72,18183.0,12994,2015,3,27,0.0
447.86,18582.0,12502,2015,3,28,0.0
447.81,18593.0,14404,2015,3,29,0.0
447.85,18788.0,13997,2015,3,30,0.0
447.67,17393.0,15388,2015,4,1,0.0
447.88,17396.0,11503,2015,4,2,0.0
447.8,18184.0,13801,2015,4,3,0.0
447.86,17982.0,12996,2015,4,4,0.0
447.67,17971.0,13696,2015,4,5,0.0
447.59,17980.0,13793,2015,4,6,0.0
447.52,17780.0,13785,2015,4,7,0.0
447.23,13874.0,14902,2015,4,8,0.0
447.06,18003.0,11696,2015,4,9,0.0
447.26,20149.0,12503,2015,4,10,0.0
447.47,19870.0,13098,2015,4,11,0.0
447.65,19036.0,13502,2015,4,12,0.0
447.67,17908.0,13504,2015,4,13,0.0
448.14,17901.0,12997,2015,4,14,0.0
448.05,17874.0,12492,2015,4,15,0.0
448.42,16087.0,9804,2015,4,16,0.0
448.39,17279.0,12899,2015,4,17,0.0
448.24,16683.0,13505,2015,4,18,0.0
448.11,16665.0,13400,2015,4,19,0.0
447.95,16693.0,13599,2015,4,20,0.0
447.59,16680.0,15501,2015,4,21,0.0
447.38,16682.0,14207,2015,4,22,0.0
447.65,16102.0,9807,2015,4,23,0.0
447.49,15979.0,12991,2015,4,24,0.0
447.45,16992.0,12392,2015,4,25,0.0
447.65,15983.0,11391,2015,4,26,0.16999999999999998
447.64,15927.0,10599,2015,4,27,0.0
447.78,15360.0,10994,2015,4,28,0.0
447.86,16386.0,9515,2015,4,29,0.0
448.22,16764.0,10807,2015,5,1,0.0
448.17,17143.0,12296,2015,5,2,0.0
448.11,17138.0,12195,2015,5,3,0.0
448.17,17294.0,11004,2015,5,4,0.0
448.6,16169.0,10012,2015,5,5,0.0
448.65,14856.0,9523,2015,5,6,0.0
448.8,13600.0,7503,2015,5,7,0.0
448.99,14005.0,8007,2015,5,8,0.06
449.01,14201.0,9121,2015,5,9,0.0
448.97,14974.0,9694,2015,5,10,0.0
449.07,14992.0,9956,2015,5,11,0.0
449.19,13995.0,9804,2015,5,12,0.0
449.3,12970.0,9541,2015,5,13,0.0
449.29,12987.0,8145,2015,5,14,0.0
449.36,11968.0,8025,2015,5,15,0.05
449.52,8985.0,5412,2015,5,16,0.0
449.42,11483.0,6002,2015,5,17,0.0
449.52,9996.0,5006,2015,5,18,0.0
449.28,11972.0,8304,2015,5,19,0.0
449.1,13585.0,9797,2015,5,20,0.0
449.29,15654.0,7330,2015,5,21,0.0
449.23,15382.0,10499,2015,5,22,0.01
449.45,13592.0,9007,2015,5,23,0.0
449.38,12582.0,9123,2015,5,24,0.0
449.23,12964.0,9499,2015,5,25,0.0
449.01,12000.0,10598,2015,5,26,0.0
448.86,12792.0,9301,2015,5,27,0.0
448.82,13787.0,7209,2015,5,28,0.0
448.75,14577.0,10303,2015,5,29,0.0
448.6,14587.0,10326,2015,5,30,0.0
448.59,13769.0,9500,2015,6,1,0.0
448.53,13387.0,10794,2015,6,2,0.0
448.41,13170.0,10885,2015,6,3,0.0
448.81,12982.0,6402,2015,6,4,0.0
448.81,13171.0,9702,2015,6,5,0.0
448.73,13192.0,10194,2015,6,6,0.0
448.69,13792.0,11097,2015,6,7,0.0
448.58,12998.0,11503,2015,6,8,0.0
448.51,12994.0,11001,2015,6,9,0.01
448.52,13000.0,9832,2015,6,10,0.2
448.77,13792.0,7228,2015,6,11,0.0
448.78,14814.0,10058,2015,6,12,0.0
448.96,14599.0,10009,2015,6,13,0.0
448.98,15404.0,10810,2015,6,14,0.0
449.15,15385.0,11207,2015,6,15,0.0
449.24,13994.0,11104,2015,6,16,0.0
448.88,12814.0,13176,2015,6,17,0.0
448.92,15053.0,10243,2015,6,18,0.0
449.01,14591.0,10998,2015,6,19,0.0
448.94,14995.0,11609,2015,6,20,0.0
448.99,12987.0,11005,2015,6,21,0.0
449.0,11989.0,11005,2015,6,22,0.0
448.9,11991.0,10603,2015,6,23,0.0
448.69,13566.0,9604,2015,6,24,0.0
449.03,12988.0,6605,2015,6,25,0.0
449.05,12979.0,10045,2015,6,26,0.0
449.11,12979.0,9511,2015,6,27,0.0
449.11,12996.0,10206,2015,6,28,0.0
448.97,14283.0,11430,2015,6,29,0.0
448.71,,12300,2015,7,1,0.26
449.02,12500.0,6810,2015,7,2,0.0
448.99,11000.0,9010,2015,7,3,0.0
449.18,14300.0,9000,2015,7,4,0.0
449.39,14200.0,9100,2015,7,5,0.0
449.43,12800.0,10000,2015,7,6,0.0
448.97,12000.0,13000,2015,7,7,0.0
448.41,12000.0,14000,2015,7,8,0.0
448.44,12600.0,8700,2015,7,9,0.0
448.05,12600.0,13000,2015,7,10,0.0
447.92,13000.0,11000,2015,7,11,0.0
447.74,13200.0,11500,2015,7,12,0.0
447.63,13800.0,11500,2015,7,13,0.0
447.73,14200.0,10500,2015,7,14,0.0
447.75,13800.0,10100,2015,7,15,0.0
448.32,13200.0,4900,2015,7,16,0.0
448.25,12500.0,10000,2015,7,17,0.0
448.49,13000.0,8010,2015,7,18,0.47000000000000003
448.66,12600.0,8510,2015,7,19,0.02
448.79,12400.0,8010,2015,7,20,0.0
448.91,12400.0,8500,2015,7,21,0.0
448.95,12000.0,7800,2015,7,22,0.0
449.16,11000.0,6010,2015,7,23,0.0
448.99,10400.0,9390,2015,7,24,0.0
448.82,10400.0,8890,2015,7,25,0.0
448.64,11000.0,9700,2015,7,26,0.0
448.47,11400.0,10000,2015,7,27,0.0
448.37,12000.0,10000,2015,7,28,0.0
448.24,11400.0,9500,2015,7,29,0.0
447.99,11100.0,10800,2015,7,30,0.0
447.99,12800.0,8800,2015,7,31,0.0
448.16,13600.0,8800,2015,8,1,0.0
448.21,13000.0,8920,2015,8,2,0.0
448.17,13200.0,9600,2015,8,3,0.0
448.1,12000.0,9490,2015,8,4,0.0
448.01,11200.0,9100,2015,8,5,0.0
447.93,11000.0,9700,2015,8,6,0.0
447.94,11000.0,8000,2015,8,7,0.21000000000000002
448.18,12000.0,9400,2015,8,8,0.0
448.11,15000.0,9310,2015,8,9,0.0
447.85,12000.0,11000,2015,8,10,0.0
447.72,12000.0,9610,2015,8,11,0.0
447.73,12000.0,9500,2015,8,12,0.0
447.92,12400.0,7590,2015,8,13,0.0
447.89,12600.0,9820,2015,8,14,0.0
447.96,12600.0,9600,2015,8,15,0.0
447.95,12800.0,10200,2015,8,16,0.0
447.54,12800.0,12800,2015,8,17,0.0
447.38,11800.0,10800,2015,8,18,0.0
447.52,12400.0,10200,2015,8,19,0.0
447.46,13000.0,9500,2015,8,20,0.0
447.34,13600.0,9710,2015,8,21,0.0
447.52,14000.0,8710,2015,8,22,0.0
447.63,14000.0,9910,2015,8,23,0.0
447.69,13600.0,9520,2015,8,24,0.0
447.64,13000.0,10600,2015,8,25,0.0
447.72,13000.0,9510,2015,8,26,0.0
448.01,13000.0,6810,2015,8,27,0.0
448.18,13000.0,8500,2015,8,28,0.0
448.34,12600.0,7400,2015,8,29,0.0
448.36,12400.0,9000,2015,8,30,0.0
448.3,12000.0,9990,2015,8,31,0.0
448.13,12800.0,10000,2015,9,1,0.0
448.04,12900.0,9500,2015,9,2,0.0
448.27,12900.0,5510,2015,9,3,0.0
448.27,13000.0,8800,2015,9,4,0.0
448.3,12600.0,8310,2015,9,5,0.0
448.21,12600.0,9100,2015,9,6,0.0
448.16,12900.0,9010,2015,9,7,0.0
448.25,13000.0,8010,2015,9,8,0.0
448.56,12400.0,5500,2015,9,9,0.0
448.88,12400.0,4800,2015,9,10,0.0
448.83,12000.0,8320,2015,9,11,0.0
448.76,12000.0,8300,2015,9,12,0.0
448.62,12800.0,9000,2015,9,13,0.0
448.64,13400.0,8010,2015,9,14,0.0
448.68,13400.0,8600,2015,9,15,0.0
448.67,13400.0,7610,2015,9,16,0.0
448.9,13200.0,6210,2015,9,17,0.0
448.82,12800.0,8500,2015,9,18,0.08
448.71,12200.0,8510,2015,9,19,0.0
448.69,12200.0,7300,2015,9,20,0.0
448.58,12200.0,8000,2015,9,21,0.0
448.43,12200.0,8500,2015,9,22,0.0
448.3,12200.0,9000,2015,9,23,0.0
448.43,12800.0,7010,2015,9,24,0.0
448.25,13200.0,9300,2015,9,25,0.0
448.26,13800.0,9500,2015,9,26,0.0
448.26,15000.0,9500,2015,9,27,0.0
448.3,14400.0,9700,2015,9,28,0.0
448.08,11400.0,9300,2015,9,29,0.0
448.04,11400.0,6820,2015,9,30,0.0
448.29,11600.0,5600,2015,10,1,0.0
448.23,11600.0,8600,2015,10,2,0.0
448.12,11600.0,9500,2015,10,3,0.0
447.54,10000.0,9300,2015,10,4,0.0
447.35,9290.0,9200,2015,10,5,1.04
447.0,10800.0,9500,2015,10,6,0.03
446.89,11000.0,8820,2015,10,7,0.0
447.04,11000.0,6500,2015,10,8,0.0
447.02,11000.0,8000,2015,10,9,0.0
446.93,11000.0,8000,2015,10,10,0.0
446.99,12600.0,8810,2015,10,11,0.0
447.39,12800.0,6800,2015,10,12,0.0
447.68,12400.0,7410,2015,10,13,0.0
447.97,12400.0,7010,2015,10,14,0.0
448.52,13200.0,5000,2015,10,15,0.0
448.67,13400.0,7000,2015,10,16,0.04
449.05,13400.0,6510,2015,10,17,0.05
448.98,10500.0,7600,2015,10,18,0.09
449.12,12100.0,7800,2015,10,19,0.0
449.26,12800.0,8210,2015,10,20,0.0
449.11,8210.0,7300,2015,10,21,0.25
448.95,8210.0,5690,2015,10,22,0.0
448.89,8980.0,7300,2015,10,23,0.0
448.74,9390.0,7200,2015,10,24,0.0
448.58,9190.0,6990,2015,10,25,0.0
448.45,9190.0,7090,2015,10,26,0.0
448.39,9370.0,6510,2015,10,27,0.0
448.41,9200.0,5800,2015,10,28,0.0
448.43,8990.0,6190,2015,10,29,0.0
448.17,8990.0,7510,2015,10,30,0.0
447.88,8590.0,8210,2015,10,31,0.0
447.46,9200.0,8200,2015,11,1,0.0
447.29,8790.0,7500,2015,11,2,0.0
447.09,9200.0,7420,2015,11,3,0.0
446.83,9410.0,8400,2015,11,4,0.0
446.77,9690.0,6990,2015,11,5,0.0
446.62,9180.0,7800,2015,11,6,0.0
446.58,11400.0,7800,2015,11,7,0.0
446.41,10600.0,7000,2015,11,8,0.0
446.36,10600.0,7500,2015,11,9,0.0
446.27,10600.0,7710,2015,11,10,0.0
446.33,10600.0,6910,2015,11,11,0.0
446.33,9190.0,5500,2015,11,12,0.0
446.17,9200.0,7200,2015,11,13,0.0
446.12,10800.0,7300,2015,11,14,0.0
446.03,11000.0,7500,2015,11,15,0.0
446.11,10600.0,6800,2015,11,16,0.0
446.15,11200.0,6700,2015,11,17,0.0
446.45,11200.0,5500,2015,11,18,0.0
446.85,10800.0,3500,2015,11,19,0.0
447.05,10400.0,5920,2015,11,20,0.0
447.01,10200.0,6520,2015,11,21,0.0
446.89,10400.0,7100,2015,11,22,0.0
446.92,10400.0,7000,2015,11,23,0.0
447.04,10200.0,5030,2015,11,24,0.0
447.07,9180.0,6000,2015,11,25,0.0
447.11,9400.0,4210,2015,11,26,0.0
447.21,9420.0,5020,2015,11,27,0.0
447.32,9390.0,5010,2015,11,28,0.0
447.38,9790.0,4710,2015,11,29,0.0
447.57,9800.0,4420,2015,11,30,0.0
447.61,9390.0,5010,2015,12,1,0.0
447.64,7990.0,5400,2015,12,2,0.0
447.54,7600.0,4810,2015,12,3,0.0
447.35,7600.0,6280,2015,12,4,0.0
447.11,7710.0,6400,2015,12,5,0.0
446.86,8810.0,6710,2015,12,6,0.0
446.61,8800.0,7210,2015,12,7,0.0
446.42,8800.0,7210,2015,12,8,0.0
446.27,8400.0,6200,2015,12,9,0.0
446.37,7570.0,3010,2015,12,10,0.0
446.43,8390.0,4600,2015,12,11,0.12
446.47,9810.0,6220,2015,12,12,0.02
446.25,9800.0,6700,2015,12,13,0.0
446.2,9790.0,6900,2015,12,14,0.24000000000000002
446.12,9190.0,6130,2015,12,15,0.0
446.09,9300.0,6410,2015,12,16,0.0
446.3,9100.0,3590,2015,12,17,0.0
446.25,8330.0,5510,2015,12,18,0.0
446.3,9900.0,5710,2015,12,19,0.0
446.1,9700.0,6720,2015,12,20,0.0
446.17,8890.0,4310,2015,12,21,0.0
446.53,8190.0,1800,2015,12,22,0.0
446.71,8190.0,3790,2015,12,23,0.0
446.83,8000.0,3100,2015,12,24,0.0
446.87,7610.0,4410,2015,12,25,0.0
446.79,7600.0,5800,2015,12,26,0.0
446.11,7600.0,7810,2015,12,27,0.0
446.08,7800.0,5010,2015,12,28,0.0
446.32,8790.0,3400,2015,12,29,0.0
446.57,8780.0,3100,2015,12,30,0.0
446.92,8790.0,2400,2015,12,31,0.0
447.08,8790.0,3000,2016,1,1,0.0
447.05,8990.0,4120,2016,1,2,0.0
447.2,8960.0,3190,2016,1,3,0.0
447.39,8990.0,3100,2016,1,4,0.24
447.72,9000.0,1800,2016,1,5,0.01
448.05,8990.0,1800,2016,1,6,0.81
448.31,8620.0,1810,2016,1,7,0.39
448.26,7600.0,4490,2016,1,8,0.0
448.05,6540.0,3990,2016,1,9,0.0
447.87,6860.0,4500,2016,1,10,0.0
447.68,6880.0,4400,2016,1,11,0.0
447.78,6880.0,2900,2016,1,12,0.0
447.66,7590.0,4200,2016,1,13,0.0
447.46,7200.0,4100,2016,1,14,0.0
447.0,6580.0,7000,2016,1,15,0.0
446.63,7970.0,6510,2016,1,16,0.0
446.46,8790.0,6600,2016,1,17,0.0
446.36,9600.0,6100,2016,1,18,0.0
446.17,9780.0,7690,2016,1,19,0.0
446.18,9210.0,6800,2016,1,20,0.0
446.22,8800.0,5010,2016,1,21,0.0
446.24,9790.0,6410,2016,1,22,0.0
446.28,10000.0,6910,2016,1,23,0.0
446.3,10600.0,6900,2016,1,24,0.0
446.36,10600.0,7000,2016,1,25,0.0
446.23,9990.0,7200,2016,1,26,0.0
446.15,9980.0,8000,2016,1,27,0.0
446.33,10400.0,5810,2016,1,28,0.0
446.38,10800.0,7200,2016,1,29,0.0
446.41,11000.0,7210,2016,1,30,0.0
446.6,11000.0,7410,2016,1,31,0.0
446.31,11000.0,8700,2016,2,1,0.07
446.43,11000.0,8210,2016,2,2,0.0
446.32,11000.0,8820,2016,2,3,0.0
446.46,10200.0,7390,2016,2,4,0.0
446.6,10400.0,7600,2016,2,5,0.0
446.76,10800.0,7410,2016,2,6,0.0
446.83,10200.0,7890,2016,2,7,0.0
446.74,9570.0,8690,2016,2,8,0.0
446.67,10400.0,9180,2016,2,9,0.0
446.52,10400.0,9790,2016,2,10,0.0
446.64,10600.0,7920,2016,2,11,0.0
446.7,10600.0,8210,2016,2,12,0.0
446.76,10600.0,7900,2016,2,13,0.0
446.8,10600.0,8400,2016,2,14,0.0
446.74,10600.0,9400,2016,2,15,0.0
446.59,10600.0,10400,2016,2,16,0.0
446.35,11200.0,11200,2016,2,17,0.0
446.27,11000.0,10000,2016,2,18,0.0
446.09,11500.0,10600,2016,2,19,0.0
446.17,13200.0,10800,2016,2,20,0.0
446.2,12200.0,9800,2016,2,21,0.0
446.17,12400.0,10400,2016,2,22,0.0
446.5,13000.0,8710,2016,2,23,0.0
446.42,13800.0,12700,2016,2,24,0.0
446.98,14400.0,7190,2016,2,25,0.0
446.9,13600.0,11100,2016,2,26,0.0
446.87,14000.0,11500,2016,2,27,0.0
446.71,14000.0,11900,2016,2,28,0.0
446.64,14800.0,10900,2016,3,1,0.0
446.66,14800.0,11300,2016,3,2,0.0
447.0,13600.0,7090,2016,3,3,0.0
447.12,13000.0,9200,2016,3,4,0.0
447.25,14200.0,9000,2016,3,5,0.0
447.49,15000.0,9690,2016,3,6,0.18
447.47,15000.0,11000,2016,3,7,0.0
447.55,15000.0,10800,2016,3,8,0.0
447.46,15600.0,12800,2016,3,9,0.0
447.83,15600.0,8410,2016,3,10,0.0
447.99,15600.0,11600,2016,3,11,0.0
447.84,15200.0,12600,2016,3,12,0.0
447.92,15200.0,11100,2016,3,13,0.0
448.11,15200.0,11200,2016,3,14,0.0
448.06,15200.0,11400,2016,3,15,0.0
447.88,12600.0,11200,2016,3,16,0.0
448.21,12200.0,8810,2016,3,17,0.0
448.11,14800.0,12800,2016,3,18,0.0
448.0,16000.0,13200,2016,3,19,0.0
448.03,16400.0,13400,2016,3,20,0.0
447.9,16200.0,13400,2016,3,21,0.0
447.86,15400.0,14200,2016,3,22,0.0
447.45,16200.0,14800,2016,3,23,0.0
447.89,15800.0,8310,2016,3,24,0.0
447.79,15800.0,12000,2016,3,25,0.0
447.79,16300.0,12100,2016,3,26,0.0
447.71,16300.0,12800,2016,3,27,0.0
447.74,16200.0,11900,2016,3,28,0.0
447.72,16000.0,12100,2016,3,29,0.0
447.31,13000.0,12500,2016,3,30,0.0
447.4,13000.0,8610,2016,3,31,0.1
447.27,14300.0,13200,2016,4,1,0.0
447.39,17600.0,12800,2016,4,2,0.0
447.4,18400.0,13500,2016,4,3,0.0
447.43,18000.0,13400,2016,4,4,0.0
447.41,17700.0,13400,2016,4,5,0.0
447.44,17300.0,13300,2016,4,6,0.0
447.68,17300.0,9980,2016,4,7,0.0
448.14,17500.0,9710,2016,4,8,1.4
448.55,18100.0,9010,2016,4,9,0.22
448.95,15700.0,7010,2016,4,10,0.61
449.06,13800.0,8810,2016,4,11,0.02
448.88,15000.0,11800,2016,4,12,0.0
448.74,15000.0,11600,2016,4,13,0.0
448.86,13000.0,7800,2016,4,14,0.0
448.54,13000.0,12200,2016,4,15,0.0
448.41,16000.0,12600,2016,4,16,0.0
448.27,16900.0,13100,2016,4,17,0.0
448.26,16900.0,13600,2016,4,18,0.0
448.16,17500.0,14800,2016,4,19,0.0
447.8,17500.0,16200,2016,4,20,0.0
448.16,17400.0,9990,2016,4,21,0.0
448.15,18000.0,12900,2016,4,22,0.0
448.27,17800.0,11900,2016,4,23,0.0
448.41,17000.0,10800,2016,4,24,0.0
448.6,17000.0,11600,2016,4,25,0.0
448.43,16600.0,12000,2016,4,26,0.0
448.44,16000.0,12500,2016,4,27,0.0
448.77,16000.0,7010,2016,4,28,0.01
448.8,15400.0,11000,2016,4,29,0.0
448.89,15300.0,9710,2016,4,30,0.21
448.82,15300.0,11800,2016,5,1,0.0
448.66,15100.0,12300,2016,5,2,0.0
448.62,15100.0,11400,2016,5,3,0.0
448.36,14100.0,12600,2016,5,4,0.0
448.69,15400.0,7310,2016,5,5,0.0
448.55,15800.0,12300,2016,5,6,0.0
448.58,15800.0,11500,2016,5,7,0.0
448.59,15600.0,11000,2016,5,8,0.0
448.53,15600.0,11200,2016,5,9,0.0
448.53,15000.0,10700,2016,5,10,0.0
448.54,15000.0,10700,2016,5,11,0.0
448.81,14200.0,6910,2016,5,12,0.0
448.68,14200.0,11000,2016,5,13,0.0
448.64,15200.0,10500,2016,5,14,0.0
448.41,14600.0,11500,2016,5,15,0.0
448.33,14600.0,11100,2016,5,16,0.0
448.3,15600.0,11000,2016,5,17,0.0
448.21,14600.0,11200,2016,5,18,0.0
448.64,14600.0,5610,2016,5,19,0.0
448.69,15200.0,9810,2016,5,20,0.0
448.68,15200.0,10000,2016,5,21,0.0
448.77,15000.0,9910,2016,5,22,0.0
449.11,15000.0,8020,2016,5,23,0.0
449.01,13800.0,9710,2016,5,24,0.0
448.84,13000.0,8980,2016,5,25,0.0
448.9,12000.0,6930,2016,5,26,0.0
448.72,12000.0,9520,2016,5,27,0.0
448.62,14200.0,10400,2016,5,28,0.0
448.43,15000.0,11800,2016,5,29,0.0
448.39,15000.0,11800,2016,5,30,0.0
448.08,15000.0,12200,2016,5,31,0.0
448.18,15200.0,11300,2016,6,1,0.0
448.4,14800.0,9200,2016,6,2,0.0
448.57,15200.0,10400,2016,6,3,0.0
448.85,16600.0,9510,2016,6,4,0.0
448.86,13600.0,10400,2016,6,5,0.0
448.7,13400.0,11600,2016,6,6,0.0
448.66,15000.0,11400,2016,6,7,0.0
448.51,13600.0,10800,2016,6,8,0.0
448.68,14400.0,9710,2016,6,9,0.0
448.81,14400.0,9800,2016,6,10,0.0
448.83,14700.0,11100,2016,6,11,0.0
448.81,14700.0,11300,2016,6,12,0.0
448.75,14900.0,12100,2016,6,13,0.0
448.74,15100.0,11300,2016,6,14,0.0
448.65,13600.0,10700,2016,6,15,0.0
448.76,13000.0,8590,2016,6,16,0.0
448.79,14200.0,10800,2016,6,17,0.0
448.82,14400.0,11100,2016,6,18,0.0
449.14,14400.0,8420,2016,6,19,0.0
449.15,13800.0,10700,2016,6,20,0.0
449.05,12500.0,10600,2016,6,21,0.0
448.67,12000.0,11900,2016,6,22,0.0
448.87,12000.0,7210,2016,6,23,0.0
448.6,12400.0,12200,2016,6,24,0.0
448.51,13200.0,11700,2016,6,25,0.0
448.54,16000.0,12100,2016,6,26,0.0
448.54,15800.0,12500,2016,6,27,0.0
448.46,14000.0,11900,2016,6,28,0.0
448.35,14000.0,11900,2016,6,29,0.0
448.81,13400.0,6700,2016,6,30,0.0
448.77,13800.0,10600,2016,7,1,0.05
448.84,14800.0,11500,2016,7,2,0.0
448.95,14600.0,10500,2016,7,3,0.0
448.85,14200.0,12200,2016,7,4,0.0
448.67,13800.0,12200,2016,7,5,0.0
448.49,12600.0,10800,2016,7,6,0.0
448.86,12600.0,7500,2016,7,7,0.0
448.55,13100.0,11600,2016,7,8,0.0
448.41,13100.0,11500,2016,7,9,0.0
448.29,13600.0,11700,2016,7,10,0.0
448.15,13600.0,12000,2016,7,11,0.0
447.96,13600.0,12500,2016,7,12,0.0
447.89,14200.0,12100,2016,7,13,0.0
448.45,14600.0,6600,2016,7,14,0.0
448.51,14400.0,10500,2016,7,15,0.0
448.52,14400.0,10400,2016,7,16,0.0
448.58,12900.0,10000,2016,7,17,0.0
448.61,13000.0,9400,2016,7,18,0.0
448.52,12900.0,10400,2016,7,19,0.0
448.46,12900.0,10300,2016,7,20,0.0
448.77,13200.0,7740,2016,7,21,0.0
448.81,13200.0,9200,2016,7,22,0.0
448.86,12800.0,9200,2016,7,23,0.0
448.79,12800.0,10300,2016,7,24,0.0
448.98,12800.0,8800,2016,7,25,0.0
449.17,12800.0,8020,2016,7,26,0.0
449.21,12000.0,8200,2016,7,27,0.0
449.35,11400.0,7210,2016,7,28,0.0
449.07,11000.0,10100,2016,7,29,0.0
449.06,11400.0,9000,2016,7,30,0.0
449.03,11800.0,9000,2016,7,31,0.0
448.78,11000.0,10400,2016,8,1,0.0
448.66,11000.0,10400,2016,8,2,0.7
448.41,11000.0,10100,2016,8,3,0.0
448.47,11000.0,8000,2016,8,4,0.19
448.4,11600.0,9810,2016,8,5,0.01
448.52,13000.0,9200,2016,8,6,0.0
448.58,12600.0,9010,2016,8,7,0.0
448.56,12000.0,9010,2016,8,8,0.0
448.39,11700.0,10400,2016,8,9,0.0
448.23,11800.0,10600,2016,8,10,0.0
448.48,12400.0,7310,2016,8,11,0.0
448.41,12200.0,9690,2016,8,12,0.0
448.6,13400.0,9990,2016,8,13,0.0
448.65,15200.0,10400,2016,8,14,0.0
448.16,12400.0,13000,2016,8,15,0.0
447.85,11400.0,11500,2016,8,16,0.0
447.85,11400.0,8310,2016,8,17,0.0
448.06,11400.0,6610,2016,8,18,0.0
448.01,11400.0,9000,2016,8,19,0.01
448.12,12400.0,8500,2016,8,20,0.0
448.22,12400.0,9900,2016,8,21,0.0
448.41,10200.0,8500,2016,8,22,0.0
448.27,9600.0,9000,2016,8,23,0.0
448.04,8800.0,8900,2016,8,24,0.0
448.26,10200.0,5600,2016,8,25,0.0
448.31,12200.0,9600,2016,8,26,0.0
448.44,12400.0,9000,2016,8,27,0.27
448.57,11600.0,8980,2016,8,28,0.0
448.41,11200.0,9780,2016,8,29,0.0
448.34,10600.0,9400,2016,8,30,0.0
448.5,10600.0,7200,2016,8,31,0.0
448.72,10600.0,5700,2016,9,1,0.0
448.62,11200.0,9200,2016,9,2,0.0
448.47,11200.0,9500,2016,9,3,0.0
448.28,11800.0,10300,2016,9,4,0.0
448.17,11000.0,9900,2016,9,5,0.0
447.79,9800.0,9520,2016,9,6,0.0
447.77,11000.0,7800,2016,9,7,0.0
448.02,11200.0,5810,2016,9,8,0.0
